WifiAccessPoint_0,WifiAccessPoint_1,WifiAccessPoint_2,WifiAccessPoint_3,WifiAccessPoint_4,WifiAccessPoint_5,WifiAccessPoint_6,WifiAccessPoint_7,WifiAccessPoint_8,WifiAccessPoint_9,WifiAccessPoint_10,WifiAccessPoint_11,WifiAccessPoint_12,WifiAccessPoint_13,WifiAccessPoint_14,WifiAccessPoint_15,WifiAccessPoint_16,WifiAccessPoint_17,WifiAccessPoint_18,WifiAccessPoint_19,WifiAccessPoint_20,WifiAccessPoint_21,WifiAccessPoint_22,WifiAccessPoint_23,WifiAccessPoint_24,WifiAccessPoint_25,WifiAccessPoint_26,WifiAccessPoint_27,WifiAccessPoint_28,WifiAccessPoint_29,WifiAccessPoint_30,WifiAccessPoint_31,WifiAccessPoint_32,WifiAccessPoint_33,WifiAccessPoint_34,WifiAccessPoint_35,WifiAccessPoint_36,WifiAccessPoint_37,WifiAccessPoint_38,WifiAccessPoint_39,WifiAccessPoint_40,WifiAccessPoint_41,WifiAccessPoint_42,WifiAccessPoint_43,WifiAccessPoint_44,WifiAccessPoint_45,WifiAccessPoint_46,WifiAccessPoint_47,WifiAccessPoint_48,WifiAccessPoint_49,WifiAccessPoint_50,WifiAccessPoint_51,WifiAccessPoint_52,WifiAccessPoint_53,WifiAccessPoint_54,WifiAccessPoint_55,WifiAccessPoint_56,WifiAccessPoint_57,WifiAccessPoint_58,WifiAccessPoint_59,WifiAccessPoint_60,WifiAccessPoint_61,WifiAccessPoint_62,WifiAccessPoint_63,WifiAccessPoint_64,WifiAccessPoint_65,WifiAccessPoint_66,WifiAccessPoint_67,WifiAccessPoint_68,WifiAccessPoint_69,WifiAccessPoint_70,WifiAccessPoint_71,WifiAccessPoint_72,WifiAccessPoint_73,WifiAccessPoint_74,WifiAccessPoint_75,WifiAccessPoint_76,WifiAccessPoint_77,WifiAccessPoint_78,WifiAccessPoint_79,WifiAccessPoint_80,WifiAccessPoint_81,WifiAccessPoint_82,WifiAccessPoint_83,WifiAccessPoint_84,WifiAccessPoint_85,WifiAccessPoint_86,WifiAccessPoint_87,WifiAccessPoint_88,WifiAccessPoint_89,WifiAccessPoint_90,x,y
-119,-63,null,null,-70,-65,-84,-77,null,-77,-79,-63,-52,-82,-81,null,-87,null,null,-87,-93,-81,-77,-76,null,null,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.360750518,0.898020255
-130,-64,-66,-68,-70,-71,-87,-57,-69,-57,-65,-53,-81,-58,-63,null,null,null,-65,-58,-89,-75,-90,-83,-77,-84,null,-74,null,-65,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-97,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.218187926,0.753222381
-128,-63,-87,-66,-58,-47,-71,-68,-72,-62,-46,-58,-54,-74,-86,null,-87,null,-83,null,-54,-66,-48,-77,null,null,-79,null,-84,null,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.704952485,0.887753483
-127,-65,-72,-61,-79,-86,-87,-82,-84,-64,-73,-80,-79,-80,-78,-63,-55,null,-75,-76,-65,-79,-72,-79,-79,-90,null,null,null,-80,-81,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-91,-82,null,-82,null,null,null,null,null,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.706154197,0.625962275
-129,-73,-74,-72,null,-85,-80,null,-88,-70,-82,null,null,-78,-78,-55,-67,null,null,null,-87,null,-90,null,null,-79,null,-66,null,null,-50,-55,-75,null,null,-66,-59,-60,-91,-76,-78,null,null,null,-89,null,null,null,null,-80,null,null,null,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.923337087,0.384190909
-122,-78,-78,null,-80,-91,-78,-48,-89,-45,null,-59,-66,-65,-62,null,-73,null,-65,-76,null,-94,-89,null,-76,-81,null,-64,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.318284271,0.757463183
-128,-75,-69,-73,null,-87,-83,-86,-74,-64,null,null,null,-63,-73,-51,-54,null,-76,-95,null,null,-99,null,-83,-69,null,null,null,-88,-70,-74,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-85,null,null,null,null,null,null,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.876015377,0.502036412
-129,-80,-84,null,null,null,null,null,null,null,null,null,null,-76,-70,-72,-73,null,null,null,null,null,null,null,null,null,null,null,null,null,-59,-64,-53,null,null,null,-64,null,null,-84,null,null,null,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.914986198,0.039265763
-119,-78,-61,-67,-56,-74,-69,-65,-78,-71,-73,-82,-83,-78,-84,-50,-70,null,-66,-72,-72,-77,-83,-76,-85,-87,null,null,null,-82,-82,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-83,-77,null,-80,null,null,null,null,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.706154197,0.625962275
-124,-82,-71,null,null,-79,-85,null,-77,-77,null,-90,null,-71,-68,-56,-54,null,-69,-88,null,null,null,-90,-84,-77,null,-66,null,-84,-68,-71,-87,null,-88,-76,null,-80,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-91,null,null,null,null,null,null,null,null,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.907610933,0.461139071
-122,null,-81,null,null,-79,null,-62,null,-72,null,null,null,-70,-67,null,-82,null,-76,null,null,null,null,null,null,null,null,-64,null,null,-64,-75,-43,null,null,null,-57,-84,-71,null,null,null,null,null,-76,null,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.356344235,0.11134025
-133,-58,-70,-81,-65,-51,-70,-70,-72,-69,-54,-59,-74,null,null,null,-78,null,null,null,-59,-71,-52,-68,null,null,-79,null,-72,null,-67,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.692111968,0.958500717
-123,-76,-77,-81,null,-91,-90,-66,-73,-67,null,-69,null,-65,-60,null,null,null,-60,-80,-85,-73,-84,-75,null,-79,null,null,null,-76,null,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.387918862,0.756779699
-128,null,null,null,null,null,null,null,null,null,null,-85,null,-80,-83,null,-94,null,null,null,null,null,null,null,null,null,null,-73,null,null,-71,-77,-50,null,null,null,-57,-84,-86,null,null,null,null,-87,-81,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.084814027,0.250570806
-121,-90,-73,null,null,null,-86,-71,-83,-63,null,-75,-69,-56,-53,-78,-79,null,-59,-71,null,-93,null,-74,-58,-70,null,-58,null,-69,-84,-86,null,null,null,null,null,null,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-93,null,null,null,null,null,-87,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.344861112,0.576262607
-124,-83,-76,-80,null,null,null,null,null,-80,null,null,null,-70,-72,-81,-78,null,null,null,null,null,null,null,null,null,null,-69,null,null,-65,-74,-54,null,null,null,-60,-78,-81,-73,-77,null,null,null,-76,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.5613647,0.04485107
-119,-59,-75,-71,-53,-45,-78,-61,-71,-73,-50,-51,-51,-83,-77,null,-74,null,-88,null,-47,-78,-47,-75,null,null,-81,null,-81,null,-75,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-86,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.703643497,0.908282949
-125,-73,-60,-63,-80,null,-78,-72,-69,-61,null,-81,null,-49,-63,-77,-72,null,-59,-70,-90,null,null,-82,-85,-78,null,-69,null,-70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-82,-81,-90,null,null,null,null,-86,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.262874014,0.635843395
-120,-65,-44,-44,-67,-85,-69,-63,-67,-51,-72,-61,null,-59,-59,-73,-52,null,-68,-82,-89,null,-82,null,-81,-81,null,null,null,-63,-61,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-84,null,-80,null,null,null,null,null,-87,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.56150999,0.618841186
-115,-74,-66,-81,-79,-82,-83,-75,-72,-82,-84,null,null,-66,-61,-68,-63,null,-84,null,-92,null,null,null,-84,-79,null,null,null,null,-70,-63,-96,null,null,null,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.696775401,0.425408786
-125,-58,-44,-51,-63,-83,-69,-60,-63,-68,-67,-78,-74,-53,-65,-44,-41,null,null,-76,-82,-83,-82,-83,-63,-60,null,-79,null,-80,null,-67,-89,null,null,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,-83,null,-89,null,null,null,null,null,null,null,null,-78,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.692948115,0.496863081
-124,-64,-56,-58,-72,-43,-68,-74,-66,-71,-48,-67,-68,-91,null,null,-70,null,null,-88,-54,-67,-42,-77,-84,-72,-81,-74,-73,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-82,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.691596492,0.984001556
-124,-81,-77,-74,null,-95,null,-70,null,-72,null,null,null,-78,-63,-62,-64,null,-67,null,null,null,null,null,-93,-86,null,-58,null,null,-62,-53,-61,null,null,-81,-63,-76,-87,-85,null,null,null,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.46685435,0.331019098
-135,-60,-57,-45,-64,-84,-69,-72,-72,-65,-75,null,null,-64,-65,-57,-51,null,null,-77,null,-82,null,null,-82,-79,null,-56,null,-73,-57,-69,-82,null,null,null,null,null,null,-90,null,null,null,null,null,null,null,null,null,null,null,-83,-85,null,-85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.587553904,0.579593439
-129,-85,-70,null,null,null,-87,-67,-77,-61,null,-80,null,-45,-58,-66,-70,null,-44,-59,null,-86,null,-79,-66,-70,null,-63,null,-72,-76,null,-88,null,null,null,null,null,-86,null,null,null,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.352024177,0.556048724
-120,-49,-47,-60,-54,-64,-57,-63,-65,-55,-65,-70,-64,-65,-60,null,-59,null,-67,-87,-67,-64,-56,-65,-82,-80,null,-71,null,-83,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.60977644,0.763741813
-134,-79,-66,-59,null,-70,-95,-89,-89,-75,null,null,null,-67,-62,-54,-64,null,null,null,null,null,-91,null,-86,null,null,null,null,null,-52,-48,-62,null,null,null,-77,-69,null,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.662975681,0.327288201
-125,null,-75,null,null,null,null,-84,null,-78,null,-69,-91,-72,-69,-82,-89,null,-72,null,null,null,null,null,-79,-84,null,-66,null,null,-83,null,-84,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.27595843,0.440266218
-130,-71,-62,-69,-67,-80,-80,-47,-72,-48,-78,-54,-64,-44,-52,-67,-75,null,-55,-62,null,-78,-82,-81,-77,-73,null,-50,null,-59,null,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-83,-80,-89,null,null,null,null,-87,-75,null,null,null,null,-74,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.236888485,0.618232068
-136,-80,-82,-86,null,-88,-89,-64,-78,-75,null,-80,null,-56,-69,null,-74,null,-63,-75,null,null,null,null,-91,-92,null,-70,null,-73,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.126594661,0.636243271
-131,-56,-56,-60,-59,-73,-64,-62,-51,-66,-79,-72,null,-58,-57,-54,-59,null,-58,-64,-68,-76,-71,null,-61,-64,null,-67,null,-66,-69,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-79,-78,null,null,null,null,-100,-93,null,null,null,null,null,null,null,null,null,null,-88,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
-117,-91,-79,null,null,null,null,-76,-93,-70,null,-79,-84,-71,-60,-66,-82,null,-71,null,null,null,null,null,-80,-77,null,-69,null,null,-62,null,-66,null,null,null,-66,null,-91,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.378580959,0.393312546
-125,-44,-61,null,-45,-54,-60,-78,-69,-65,-61,-56,-64,-70,-75,null,-64,-57,-74,null,-58,-78,-59,-77,null,null,null,-77,null,null,null,-76,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.686978383,0.837417268
-127,null,-93,null,null,null,null,null,null,-83,null,null,null,-75,-68,-79,-74,null,null,null,null,null,null,null,null,null,null,-84,null,null,-66,-70,-59,null,null,null,-71,-88,-84,-82,null,null,null,null,-92,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.919672202,0.207768109
-124,-57,-60,-74,-73,-44,-83,-70,-82,-75,-57,-68,-60,null,null,-70,-76,-49,null,null,-51,-74,-66,-74,null,null,-76,null,-69,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.690790267,0.957200922
-125,null,-98,null,null,null,null,null,null,-90,null,null,null,-82,-87,-82,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,-76,-69,-61,null,null,null,-61,null,-90,-84,null,null,null,null,-89,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.909949148,0.253037695
-121,-81,-78,-74,-75,-77,-86,-54,-92,-62,null,-75,-85,-64,-69,null,null,null,-74,-82,null,-81,-96,null,null,null,null,-73,null,-82,-96,null,-94,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-91,null,-93,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.341908193,0.776541907
-126,-81,-61,-70,null,-94,-88,null,null,-80,null,null,null,-77,-70,-63,-71,null,-76,null,null,null,null,null,-92,null,null,null,null,null,-59,-62,-60,null,null,-79,-57,-72,-79,-77,null,null,null,null,-80,null,-70,null,null,-89,-79,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.558930428,0.178191493
-128,null,-90,null,null,null,null,-69,null,-87,null,null,null,-78,-57,-74,-79,null,-67,null,null,null,null,null,-86,null,null,-48,null,null,-80,-83,-76,null,null,null,-76,null,-87,null,null,null,null,null,-81,-87,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.19566089,0.328532852
-130,-69,-68,-67,null,-87,-76,-66,-76,-71,-69,-67,null,-58,-76,-48,-54,null,-63,-79,-89,-84,-75,null,-64,-65,null,-63,null,-82,-68,-71,-73,null,null,-81,-80,-83,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-85,null,null,null,null,null,null,null,-82,null,-80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.689977914,0.453200801
